book_id,book_title,chapter_num,segment_id,source,reference,hypothesis,bleu,chrf++,comet,mqm_score,error_category,error_type,severity,error_description
1,العناصر: مقدمة قصيرة جدًّا,2,42,"it is not enough for a substance to be simple, indivisible, or at least undecomposed for us to call it an element. It is also necessary for it to be abundantly distributed in nature and to enter as an essential and constituent principle in the composition of a great number of bodies.","على الرغم من هذا التراجع، غيَّر لافوازييه من طريقة تفكير الكيميائيين حول العناصر. في بداية القرن الثامن عشر، كان من الشائع الاعتقاد بأنه توجد خمسة عناصر فقط، وفي عام م عزَّز لافوازييه نظريته عن الأكسجين من خلال نشر كتاب بعنوان «أطروحة أوَّلية في الكيمياء»، التي عرَّفت العنصر على أنه أي مادة لا يمكن تقسيمها إلى مكوِّنات أبسط عن طريق التفاعلات الكيميائية. وذكر ما لا يقل عن ثلاثة وثلاثين عنصرًا. وتطلَّب إيضاحُ أن بعضها كان عناصر وهمية (الضوء والكالوريك) فيزياءَ القرن التاسع عشر. وكانت بضعة عناصر منها في الواقع مركَّبات لم يَكتشف الكيميائيون بعدُ كيفية تحليلها إلى عناصرها. ولكن الرسالة كانت واضحة؛ لا يوجد مخطَّط «بسيط» للعناصر. يوجد الكثير منها، وكان أمر اكتشافها موكولًا إلى الكيميائيين.","ورغم هذه النكوصات إلى الماضي، فقد غيَّر لافوازييه الطريقة التي يفكر بها الكيميائيون في العناصر. في مطلع القرن الثامن عشر، كان من الشائع تصوُّر خمسة عناصر لا غير. في عام رسَّخ لافوازييه نظريته عن الأكسجين بنشره كتابًا دراسيًّا بعنوان «المبادئ الأولية في الكيمياء» (Traité élémentaire de chimie)، عرَّف فيه العنصر بأنه أي مادة لا يمكن تفكيكها إلى مكوِّنات أبسط بالتفاعلات الكيميائية. وأورد منها ما لا يقل عن ثلاثة وثلاثين عنصرًا. ولم يتبيّن أن بعضها كان وهميًّا (كالضوء والحريرة) إلا بفيزياء القرن التاسع عشر. أما عدة عناصر أخرى فكانت في الحقيقة مركَّبات لم يكن الكيميائيون قد اهتدوا بعدُ إلى سبيل لتحليلها إلى عناصرها. لكن الرسالة كانت واضحة: لا وجود لمنظومة «بسيطة» للعناصر. فهناك أعداد كبيرة منها، وكان على الكيميائيين أن يكتشفوها.",19.53,52.2,0.8523,99.17,الدقة (Accuracy),نص غير مترجم (Untranslated),طفيف (Minor),"بقاء كلمات إنجليزية دون تعريب: Trait, mentaire, chimie"
1,العناصر: مقدمة قصيرة جدًّا,2,43,"Despite these throwbacks, Lavoisier transformed the way chemists thought about elements. At the beginning of the eighteenth century it was common to imagine just five of them. In 1789 Lavoisier consolidated his oxygen theory by publishing a textbook, Traité élémentaire de chimie (An Elementary Treatise on Chemistry), that defined an element as any substance that could not be split into simpler components by chemical reactions. And he listed no fewer than thirty-three of them. It would require nineteenth-century physics to show that some of these were fictitious (light, caloric). Several others were in fact compounds that chemists had not yet found how to decompose to their elements. But the message was clear: there is no ‘simple’ scheme of elements. There are lots of them out there, and it was up to chemists to find them.","تَمكَّن العلماء مؤخرًا من رصد أول كوكب يقع خارج مجموعتنا الشمسية؛ فقد اكتُشِف أول كوكب «خارج المجموعة الشمسية» عام م عن طريق التذبذبات التي ينقلها إلى النجم الأم وهو يدور في مداره. ولكن في عام م تَمكَّن علماء الفلك من رصد الضوء الذي ينعكس من هذا الكوكب، وكان أزرقَ قليلًا.",تمكَّن العلماء مؤخرًا من إلقاء أول نظرة خاطفة على كوكب يقع خارج نظامنا الشمسي. اكتُشف أول كوكب «خارج المجموعة الشمسية» عام من خلال التذبذب الذي يُحدثه في نجمه الأم وهو يدور في مداره. لكن في عام تمكَّن علماء الفلك من رصد الضوء المنعكس عن كوكب من هذا النوع. كان مائلًا إلى الزرقة قليلًا.,29.53,58.98,0.7982,98.11,السلاسة (Fluency),قواعد ونحو وتركيب (Grammar / Syntax),طفيف (Minor),خلل تركيبي في مطابقة الضمائر أو أدوات الربط في السياق العربي
1,العناصر: مقدمة قصيرة جدًّا,2,44,Scientists have recently gained their first glimpse of a planet outside our solar system. The first ‘extrasolar’ planet was detected in 1996 by the wobble that it transmits to its mother star as it circulates in orbit. But in 1999 astronomers were able to detect the light reflected from such a planet. It was slightly blue.,"للأسف، هذا لا يعني أن الكوكب يشبه الأرض؛ فاللون الأزرق ربما يأتي من غازات أخرى في الغلاف الجوي للكوكب. ولكن ماذا لو وَجد العلماء يومًا ما كوكبًا يحتوي الضوءُ المنعكس منه على علامات كاشفة لوجود أكسجين، كما يحدث في عالمنا؟ حينها سيكون من الصعب استبعاد وجود حياة على ظهر هذا الكوكب.","لكن للأسف، لا يعني هذا أن الكوكب يشبه الأرض؛ فالمسحة الزرقاء ترجع على الأرجح إلى غازات أخرى في الغلاف الجوي للكوكب. لكن ماذا لو عثر العلماء ذات يوم على كوكب يحمل ضوءُه المنعكس البصمةَ المميِّزة للأكسجين، مثلما يحملها ضوء عالَمنا؟ عندئذٍ سيكون من العسير أن نخلص إلى نتيجة سوى أن هذا الكوكب يحتضن الحياة.",19.14,45.65,0.8596,100,لا يوجد (None),ترجمة صحيحة وسليمة (Accurate & Fluent),منعدم (None),ترجمة دقيقة وسلسة ومكافئة دلالياً للترجمة البشرية الاحترافية
1,العناصر: مقدمة قصيرة جدًّا,2,45,"Sadly, this does not mean the planet is like Earth; the blue tint probably comes from other gases in the planet’s atmosphere. But what if one day scientists find a planet whose reflected light contains the telltale fingerprint of oxygen, as does that of our own world? Then it will be hard to conclude other than that the planet harbours life.","تبدو هذه قفزة كبيرة: لماذا يعني الأكسجين الحياة؟ كان العلماء حتى ستينيات القرن العشرين يميلون إلى الاعتقاد بأن الغلاف الجوي للأرض الغني بالأكسجين — ما يقرب من خُمسه أكسجين وأربعة أخماسه نيتروجين — كان «معطًى مسلَّمًا به»، ناتجًا عن العمليات الجيولوجية على الأرض في بداية نشأتها. ووفقًا لهذه الصورة، يمكن للكوكب الذي يمتلك غطاءً من الأكسجين دعم الحياة، وإن كان هذا لا يحدث بالضرورة.","يبدو هذا قفزة كبيرة: فلماذا يدل الأكسجين على وجود الحياة؟ حتى ستينيات القرن العشرين، كان العلماء يميلون إلى الاعتقاد بأن الغلاف الجوي للأرض الغني بالأكسجين — وهو يتألف تقريبًا من خُمس أكسجين وأربعة أخماس نيتروجين — أمرٌ «مُسلَّم به»، نتيجةٌ لعمليات جيولوجية جرت على الأرض في مطلع نشأتها. ووفقًا لهذه الصورة، فإن كوكبًا يكتسي بغلاف من الأكسجين قد يكون قادرًا على إعالة الحياة، لكنه لا يفعل ذلك بالضرورة.",27,59.26,0.8769,100,لا يوجد (None),ترجمة صحيحة وسليمة (Accurate & Fluent),منعدم (None),ترجمة دقيقة وسلسة ومكافئة دلالياً للترجمة البشرية الاحترافية
1,العناصر: مقدمة قصيرة جدًّا,2,46,"This seems a big leap: why does oxygen imply life? Until the 1960s, scientists tended to believe that the Earth’s oxygen-rich atmosphere – it is roughly one-fifth oxygen and four-fifths nitrogen – was a ‘given’, a result of geological processes on the early Earth. According to this picture, a planet with an oxygen blanket could support life but does not necessarily do so.","الآن هم يرون الأمور بشكل مختلف جدًّا؛ فالتركيب الكيميائي للهواء ليس شرطًا مسبقًا للحياة، ولكن نتيجة لها؛ فمنذ نحو مليارَي سنة، غيَّرت الكائناتُ الحية البدائية الغلافَ الجوي من غلاف خالٍ — إلى حدٍّ كبير — من الأكسجين إلى غلاف غني به.","أما الآن فهم يرون الأمور على نحو مختلف تمامًا. فالتركيب الكيميائي للهواء ليس شرطًا مسبقًا للحياة، بل هو نتيجة لها. فمنذ نحو ملياري عام، حوَّلت كائناتٌ حية بدائية الغلافَ الجوي من غلاف يكاد يخلو من الأكسجين إلى غلاف يزخر به.",28.46,58.15,0.9026,100,لا يوجد (None),ترجمة صحيحة وسليمة (Accurate & Fluent),منعدم (None),ترجمة دقيقة وسلسة ومكافئة دلالياً للترجمة البشرية الاحترافية
1,العناصر: مقدمة قصيرة جدًّا,2,47,"Now they see things very differently. The chemical composition of the air is not a precondition for life but the result of it. Around two billion years ago, primitive living organisms transformed the atmosphere from one largely devoid of oxygen to one with plenty of it.","لا توجد أي عملية جيولوجية معروفة يمكنها الحفاظ على مستوًى عالٍ من الأكسجين في الغلاف الجوي لكوكبنا؛ ففي نهاية المطاف، سيتفاعل الغاز مع الصخور ويُحبَس بعيدًا في الأرض. فقط العمليات البيولوجية هي التي يمكنها نزع الأكسجين — من المركَّبات التي يشكِّلها بالاتحاد مع العناصر الأخرى — وإعادته إلى السماء. فإذا انتهت كل أشكال الحياة على الأرض، فإن مستوى الأكسجين سيتضاءل تدريجيًّا إلى مستوًى لا يُذكر. ولهذا السبب، فإن الغلاف الجوي الغني بالأكسجين منارة تُعلِن عن وجود حياة تحته.","لا توجد عملية جيولوجية معروفة قادرة على الحفاظ على مستوى مرتفع من الأكسجين في الغلاف الجوي لكوكبنا. فالغاز سيتفاعل في نهاية المطاف مع الصخور ويُحبَس في باطن الأرض. والعمليات البيولوجية وحدها هي القادرة على انتزاع الأكسجين من اتحاداته مع العناصر الأخرى وإعادته إلى السماء. ولو انتهت الحياة كلها على الأرض، لتضاءل مستوى الأكسجين تدريجيًّا حتى يصبح لا يُذكر. ولهذا السبب، يُعَد الغلاف الجوي الغني بالأكسجين منارةً تُعلن عن وجود حياة تحته.",25.88,60.19,0.8784,100,لا يوجد (None),ترجمة صحيحة وسليمة (Accurate & Fluent),منعدم (None),ترجمة دقيقة وسلسة ومكافئة دلالياً للترجمة البشرية الاحترافية
1,العناصر: مقدمة قصيرة جدًّا,2,48,"There is no known geological process that can maintain a high level of oxygen in our planet’s atmosphere. Eventually the gas will react with rocks and become locked away in the ground. Only biological processes can strip oxygen out of its combinations with other elements and return it to the skies. If all life on Earth were to end, the oxygen level would gradually dwindle to insignificance. For this reason, an oxygen-rich atmosphere is a beacon that proclaims the presence of life beneath it.","تعتمد جميع الحيوانات على الأكسجين، ولكن وجود كائنات لا تعتمد عليه لا يدعو لكثير من الدهشة. فتوجد أنواع عديدة من البكتيريا اللاهوائية؛ أي التي لا تستهلك الأكسجين، بل إنها في الواقع تنفر منه. تزدهر هذه الكائنات الحية في وحْلِ قاعِ البحرِ والمستنقعات، وفي حقول النفط العميقة، والعديد من الأماكن الأخرى التي لا يتخلَّلها الهواء.","تعتمد كل الحيوانات على الأكسجين، لكن ليس ثمة ما يثير الدهشة كثيرًا في وجود كائنات لا تعتمد عليه. فكثير من البكتيريا لا هوائية: لا تستهلك الأكسجين، بل إنها تنفر منه. تزدهر هذه الكائنات في وحل قاع البحار والمستنقعات، وفي حقول النفط العميقة، وفي أماكن أخرى كثيرة لا يتسلل إليها الهواء.",31.44,57.63,0.8458,100,لا يوجد (None),ترجمة صحيحة وسليمة (Accurate & Fluent),منعدم (None),ترجمة دقيقة وسلسة ومكافئة دلالياً للترجمة البشرية الاحترافية
1,العناصر: مقدمة قصيرة جدًّا,2,49,"All animals rely on oxygen, but there is nothing very surprising about organisms that do not. Many bacteria are anaerobic: they do not consume oxygen, and indeed are averse to it. These organisms thrive in the mud of the seabed and of marshlands, in deep oilfields, and many other places where air does not penetrate.","عندما بدأت الحياة قبل أكثر من ٫ مليارات سنة، كانت الخلايا الأولى لا هوائية. ربما كان الغلاف الجوي في ذلك الوقت مزيجًا من النيتروجين وغازات مثل أول أكسيد الكربون وبخار الماء، أو ربما الميثان. وعلى غرار أي كائنات حية أخرى، كانت هذه البكتيريا البدائية في حاجة إلى مصدر للطاقة لدفع عملياتها الكيميائية الحيوية. ويَعتقد بعض الباحثين أن هذه البكتيريا ربما وَجدت في البداية هذا المصدر في الحرارة والطاقة الكيميائية للبراكين تحت سطح البحر.","حين بدأت الحياة، قبل أكثر من ٫ مليار عام، كانت الخلايا الأولى لا هوائية. وكان الغلاف الجوي آنذاك، على الأرجح، مزيجًا من النيتروجين وغازات مثل أول أكسيد الكربون وبخار الماء، أو ربما الميثان. وكانت هذه البكتيريا البدائية، شأنها شأن أي كائنات أخرى، بحاجة إلى مصدر ما للطاقة يُشغِّل عملياتها الكيميائية الحيوية، ويعتقد بعض الباحثين أنها ربما وجدت هذا المصدر في بادئ الأمر في الحرارة والطاقة الكيميائية للبراكين تحت سطح البحر.",42.39,70.83,0.8921,100,لا يوجد (None),ترجمة صحيحة وسليمة (Accurate & Fluent),منعدم (None),ترجمة دقيقة وسلسة ومكافئة دلالياً للترجمة البشرية الاحترافية
1,العناصر: مقدمة قصيرة جدًّا,2,50,"When life began, over 3.8 billion years ago, the first cells were anaerobic. The atmosphere at that time was probably a mixture of nitrogen with gases such as carbon monoxide and water vapour, or perhaps methane. Like any other organisms, these primitive bacteria needed some source of energy to drive their biochemical processes, and some researchers believe they may have at first found this source in the heat and chemical energy of undersea volcanoes.","ولكن يوجد مصدر للطاقة أكثر انتشارًا ووفرةً؛ وهو ضوء الشمس. في مرحلةٍ ما في بدايات التطور، عرفت الحياة كيفية استغلال أشعة الشمس من خلال عملية التمثيل الضوئي. تُستخدم الطاقة الضوئية لتفكيك غازِ ثاني أكسيد الكربون وتجميع جزيئات الحياة الكربونية. ويتمثَّل المنتَج الثانوي لتفاعلات التمثيل الضوئي لدى معظم الكائنات الحية في الأكسجين. وعلى مدار ملايين السنين كان هذا الغاز ممتزجًا بالمواد الأخرى؛ مثل الحديد المذاب في البحار. ولكن في النهاية استُهلكت «مستودعات الأكسجين» تلك وبدأ الأكسجين يتراكم في الغلاف الجوي.","لكن ثمة مصدرًا للطاقة أوسع انتشارًا وأوفر: ضوء الشمس. وفي مرحلة ما من مراحل التطور المبكر، اكتشفت الحياة كيف تُسخِّر أشعة الشمس عبر عملية البناء الضوئي. إذ تُستخدَم طاقة الضوء في تفكيك ثاني أكسيد الكربون وتخليق جزيئات الحياة القائمة على الكربون. والأكسجين ناتج ثانوي لتفاعلات البناء الضوئي في معظم الكائنات الحية. وطوال ملايين السنين، كانت مواد أخرى تمتص هذا الغاز، كالحديد المذاب في البحار. لكن «بالوعات الأكسجين» هذه استُنفدت جميعها في نهاية المطاف، فبدأ الأكسجين يتراكم في الغلاف الجوي.",14.9,50.74,0.8683,100,لا يوجد (None),ترجمة صحيحة وسليمة (Accurate & Fluent),منعدم (None),ترجمة دقيقة وسلسة ومكافئة دلالياً للترجمة البشرية الاحترافية
1,العناصر: مقدمة قصيرة جدًّا,2,51,"But there is a more widespread and abundant energy source: sunlight. At some stage in early evolution, life discovered how to harness the sun’s rays through photosynthesis. The light energy is used to split apart carbon dioxide and synthesize the carbon-based molecules of life. A by-product of the photosynthetic reactions of most organisms is oxygen. For millions of years this gas was soaked up by other substances, such as iron that was dissolved in the seas. But eventually these ‘oxygen sinks’ were all used up and and oxygen began to accumulate in the atmosphere.","يبدو هذا في صالحنا، ولكن بالنسبة إلى خلايا التمثيل الضوئي كان ذلك أكبر تفشٍّ لتلوثٍ عالميٍّ شهده العالم على الإطلاق. فبالنسبة إليها كان الأكسجين محض سمٍّ. يُنظر إلى الأكسجين باعتباره عنصرًا ودودًا، ولكنه في الواقع واحد من أشد العناصر الأكَّالة والمدمِّرة؛ فمجموعة قليلة فحسب من العناصر الأخرى تتفوَّق على الأكسجين في ميله الشديد للدخول في تفاعلات كيميائية.","قد يبدو هذا لنا محض مصادفة سعيدة، لكنه كان بالنسبة إلى خلايا البناء الضوئي أكبر موجة تلوث عالمي شهدها العالم على الإطلاق. فقد كان الأكسجين بالنسبة إليها سُمًّا خالصًا. يُنظَر إليه باعتباره عنصرًا وديعًا، لكنه في حقيقته من أشدّ العناصر تآكلًا وتدميرًا. ونزوع الأكسجين إلى الدخول في التفاعلات الكيميائية لا يفوقه فيه سوى عدد قليل جدًّا من العناصر الأخرى.",9.49,45.92,0.8131,98.31,الأسلوب (Style),حرفية زائدة وركاكة أسلوبية (Literalness / Awkward Phrasing),طفيف (Minor),الترجمة حرفية تتبع بناء الجملة الإنجليزية وتقل فيها بلاغة التركيب العربي مقارنة بالأصل البشري
1,العناصر: مقدمة قصيرة جدًّا,2,52,"To us this sounds fortuitous, but to photosynthetic cells it was the biggest outbreak of global pollution the world has ever seen. To them oxygen was sheer poison. It is perceived as a friendly element, but it is actually one of the most corrosive and destructive. Oxygen’s urge to engage in chemical reactions is excelled by only a very few other elements.","وعلى أي حال، لا يتطلَّب الأمر سوى شرارة واحدة لإقناع غابة بأكملها بالتفاعل مع الأكسجين. وكانت النتيجة في عامي -م ضبابًا دخانيًّا غطَّى إندونيسيا وغيَّر المناخ المحلي. وتوجد أدلة جيولوجية لحرائق غابات عالمية حدثت في الماضي البعيد تجعل من هذا الحريق شيئًا لا يُذكر مقارنةً بها.",فليس يلزم في النهاية سوى شرارة واحدة لإقناع غابة بأكملها بالتفاعل مع الأكسجين. وكانت النتيجة في عامَي – سحابةً من الدخان غطّت إندونيسيا وغيّرت المناخ المحلي. وثمة أدلة جيولوجية على حرائق هائلة عمّت الأرض في ماضٍ سحيق تجعل هذا الحريق يبدو كنار موقد صغيرة.,31.19,51.84,0.7653,100,لا يوجد (None),ترجمة صحيحة وسليمة (Accurate & Fluent),منعدم (None),ترجمة دقيقة وسلسة ومكافئة دلالياً للترجمة البشرية الاحترافية
1,العناصر: مقدمة قصيرة جدًّا,2,53,"After all, it takes only a single spark to persuade an entire forest to react with oxygen. The consequence in 1998–9 was a haze of smoke that covered Indonesia and altered the local climate. There is geological evidence for global wildfires in the distant past that make this one seem like a bonfire.","ويحذِّر إنجيل متَّى من عدم اكتناز كنوز على الأرض؛ «حَيْثُ يُفْسِدُ السُّوسُ وَالصَّدَأُ» تلك الكنوزَ؛ إذ إنه حتى وقت قريب لم تكن توجد أي وسيلة لحماية الحديد والصلب اللامِعَين من مَيْل الأكسجين الشديد للاتحاد بعناصر أخرى. كما أنه يصبغ اللوحات القديمة باللون البني؛ لأنه يغير الطلاء. فعندما تتعرَّض المعادن للهواء، فإن معظمها يكتسب قشرة من الأكسيد في غضون ثوانٍ.","يحذّر القديس متّى من أنه لا كنوز على الأرض، فـ«العُثّ والصدأ يُفسدان» — إذ لم يكن هناك حتى عهد قريب سبيل لحماية الحديد والصلب اللامعَين من نهم الأكسجين إلى الاتحاد. فهو يكسو اللوحات القديمة بلون بُنّي إذ يُحيل طبقة الطلاء الواقي (الورنيش)؛ ومتى تعرّضت معظم المعادن للهواء تكوّنت عليها قشرة من الأكسيد في غضون ثوانٍ.",14.55,39.93,0.7605,98.18,المصطلحات (Terminology),مصطلح غير دقيق (Inappropriate Term),طفيف (Minor),استخدام مصطلحات عامة أو معجمية تفتقر للاتساق الدقيق مع المصطلح العلمي/الفكري المعتمد
1,العناصر: مقدمة قصيرة جدًّا,2,54,"St Matthew warns that there are no treasures on Earth but that ‘moth and rust doth corrupt’ – for there was until recently no way to protect gleaming iron and steel from the avid combining power of oxygen. It turns old paintings brown as it transforms the varnish; exposed to air, most metals develop a rind of oxide within seconds.","ومع ذلك، فالطبيعة قادرة على التكيُّف. وإذا كان الهواء مليئًا بالسم، فسوف تتكيَّف الطبيعة تبعًا لذلك. فنحن نتنفس الأكسجين ليس لأنه جيد بطبيعته بالنسبة إلينا، ولكن لأننا طوَّرنا طرقًا لجعله أقل ضررًا بالنسبة إلينا. تزيل الإنزيمات المركَّبات القاتلة التي تتكوَّن عندما يُستخدم الأكسجين في حرق السكر في مصانع الطاقة داخل خلايانا. وتشمل هذه المركَّبات بيروكسيد الهيدروجين، الذي يُستخدم كمبيِّض صناعي ومنزلي، وحتى الجذور الحرة المكوَّنة من الأكسيد الفائق الأكثر تدميرًا. تضرُّ هذه الموادُّ الجزيئاتِ الحيويةَ الحساسةَ من خلايانا، بما في ذلك الحمض النووي. تمتلك الخلايا آليات جزيئية تسعى لإصلاح الضرر، ولكنَّ تراكم الضرر الذي لا مفرَّ منه عاملٌ مهمٌّ في حدوث الشيخوخة.","غير أن الطبيعة تتدبّر أمرها. فإذا امتلأ الهواء بالسمّ، تعلّمت أن تعيش على السمّ. ونحن نتنفّس الأكسجين لا لأنه نافع لنا في جوهره، بل لأننا اكتسبنا بالتطوّر وسائل تجعله أقلّ ضررًا لنا. وتلتهم الإنزيمات المركّبات الفتّاكة التي تتكوّن حين يُستخدم الأكسجين في حرق السكّر داخل مصانع الطاقة في خلايانا. ومن هذه المركّبات فوق أكسيد الهيدروجين، الذي يُستخدم مبيّضًا في الصناعة والمنازل، والجذر الحرّ الفوق أكسيدي الأشدّ تدميرًا منه. وتُلحق هذه المواد الضرر بالجزيئات الحيوية الرقيقة في خلايانا، ومنها الحمض النووي (DNA). وللخلايا آليات جزيئية تسعى جاهدة إلى إصلاح هذا التلف، لكن تراكمه الحتمي عامل مهم في عملية الشيخوخة.",6.14,41.83,0.8635,98.98,الدقة (Accuracy),نص غير مترجم (Untranslated),طفيف (Minor),بقاء كلمات إنجليزية دون تعريب: DNA
1,العناصر: مقدمة قصيرة جدًّا,2,55,"Nature, however, makes do. If the air is full of poison, it will learn to live on poison. We breathe oxygen not because it is inherently good for us but because we have evolved ways of making it less bad for us. Enzymes mop up the deadly compounds formed as oxygen is used to burn sugar in the energy factories of our cells. These compounds include hydrogen peroxide, used as an industrial and a domestic bleach, and the even more destructive superoxide free radical. Such substances damage the delicate biomolecules of our cells, including DNA. Cells have molecular mechanisms that strive to repair the damage, but its inevitable accumulation is an important factor in the ageing process.","لا توجد إذن مزيَّة مثالية في الحياة على كوكب غنيٍّ بالأكسجين؛ فهذا هو ما انتهى به الحال على كوكبنا ببساطة. فرغم كل شيء، الأكسجين عنصر وفير للغاية؛ العنصر الثالث الأكثر وفرةً في الكون، والأكثر وفرةً ( بالمائة من المجموع الكلي) في القشرة الأرضية. من ناحية أخرى، ابتكر العالَم الحي (المحيط الحيوي) طريقةً للحفاظ على نسبة الأكسجين في الغلاف الجوي عند مستوًى يقترب من المثالية للكائنات الهوائية (التي تتنفس الأكسجين) مثلنا. فلو أنه يوجد أقل من بالمائة من الأكسجين في الهواء، لأصابنا الاختناق. ولو أنه يوجد أكثر من بالمائة، لكانت كل المواد العضوية شديدة القابلية للاشتعال؛ أي ستحترق مع أدنى إثارة، وسوف تكون حرائق الغابات خارجة عن السيطرة. تركيز أكسجين يبلغ بالمائة كان سيكفي لتدمير معظم الحياة على الأرض في حرائق عالمية في الماضي (تحوَّلت وكالة الفضاء الأمريكية (ناسا) إلى استخدام الهواء العادي بدلًا من الأكسجين النقي في المركبات الفضائية لهذا السبب بعد الحريق الهائل المأساوي والكارثي أثناء أُولى تجارب مكوك الفضاء أبوللو في عام م)؛ ولذا فإن النسبة الحالية البالغة بالمائة تحقِّق حلًّا وسطًا جيدًا.","وعلى هذا فليس في الحياة على كوكب غنيّ بالأكسجين شيء أمثل أو مثالي؛ إنما هي مجرّد الصورة التي آلت إليها الأمور. فالأكسجين، على أي حال، عنصر وفير للغاية: ثالث أكثر العناصر وفرة في الكون، وأوفرها جميعًا ( في المائة من الإجمالي) في القشرة الأرضية. ومن ناحية أخرى، تدبّر العالم الحيّ (الغلاف الحيوي) أمر الحفاظ على نسبة الأكسجين في الغلاف الجوي عند المستوى الأمثل تقريبًا للكائنات الهوائية (التي تتنفّس الأكسجين) مثلنا. فلو قلّت نسبة الأكسجين في الهواء عن في المائة، لاختنقنا. ولو زادت عن في المائة، لصارت كل المواد العضوية شديدة الاشتعال: تلتهب لأدنى مثير، ولاستعصت الحرائق على السيطرة. ولو بلغ تركيز الأكسجين في المائة لكان كافيًا لتدمير معظم الحياة على الأرض في حرائق عمّت الكوكب في الماضي. (ولهذا السبب تحوّلت وكالة ناسا إلى استخدام الهواء العادي بدلًا من الأكسجين النقيّ في مركباتها الفضائية، عقب الحريق المأساوي المميت الذي وقع أثناء اختبارات أبولو الأولى عام .) ومن ثَمّ فإن النسبة الحالية البالغة في المائة تحقّق حلًّا وسطًا جيدًا.",22.15,52.09,0.8707,100,لا يوجد (None),ترجمة صحيحة وسليمة (Accurate & Fluent),منعدم (None),ترجمة دقيقة وسلسة ومكافئة دلالياً للترجمة البشرية الاحترافية
1,العناصر: مقدمة قصيرة جدًّا,2,56,"Thus there is nothing optimal or ideal about living on an oxygen-rich planet; it is simply the way things turned out. Oxygen is, after all, an extremely abundant element: the third most abundant in the universe, and the most abundant (47 per cent of the total) in the Earth’s crust. On the other hand, the living world (the biosphere) has contrived to maintain the proportion of oxygen in the atmosphere at more or less the perfect level for aerobic (oxygen-breathing) organisms like us. If there was less than 17 per cent oxygen in the air, we would be asphyxiated. If there was more than 25 per cent, all organic matter would be highly flammable: it would combust at the slightest provocation, and wildfires would be uncontrollable. A concentration of 35 per cent oxygen would have been enough to destroy most life on Earth in global fires in the past. (NASA switched to using normal air rather than pure oxygen in their spacecrafts for this reason, after the tragic and fatal conflagration during the first Apollo tests in 1967.) So the current proportion of 21 per cent achieves a good compromise.","هذا الثبات في تركيز الأكسجين في الهواء يضفي دعمًا لفرضية أن النظم البيولوجية والنظم الجيولوجية للأرض تتشاركان في ضبط الغلاف الجوي والبيئة بحيث يكونان مناسبَين تمامًا لاستمرار الحياة؛ وهذا ما يسمَّى «فرضية جايا». وقد تذبذبت مستويات الأكسجين منذ أن أصبح الهواء غنيًّا بالأكسجين، ولكن ليس بنسبة كبيرة. وإضافةً إلى ذلك، فإن النسبة الحالية من الأكسجين في الغلاف الجوي كبيرة بما يكفي لدعم تشكيل طبقة الأوزون في طبقة الستراتوسفير، التي تحمي الحياة من الآثار السيئة للأشعة فوق البنفسجية الضارة القادمة من الشمس. الأوزون هو نوع ماصٌّ للأشعة فوق البنفسجية من أنواع الأكسجين النقي، الذي ترتبط ذرَّاته في صورة ثلاثية وليس في صورة ثنائية كما هو الحال في غاز الأكسجين.","وهذا الثبات في تركيز الأكسجين في الهواء يدعم الفرضية القائلة بأن أنظمة الأرض البيولوجية والجيولوجية تتضافر لضبط الغلاف الجوي والبيئة بحيث يصبحان ملائمين تمامًا لاستدامة الحياة — وهي ما يُعرف بفرضية «جايا». وقد تذبذبت مستويات الأكسجين منذ أن صار الهواء غنيًّا به، لكن ليس بقدر كبير. وعلاوة على ذلك، فإن نسبة الأكسجين في الغلاف الجوي اليوم كبيرة بما يكفي لدعم تكوّن طبقة الأوزون في الستراتوسفير، التي تحمي الحياة من أسوأ أشعة الشمس فوق البنفسجية الضارة. والأوزون صورة من الأكسجين النقيّ تمتصّ الأشعة فوق البنفسجية، تتّحد فيها الذرّات لا في أزواج كما في غاز الأكسجين، بل في ثلاثيات.",23,55.41,0.8954,100,لا يوجد (None),ترجمة صحيحة وسليمة (Accurate & Fluent),منعدم (None),ترجمة دقيقة وسلسة ومكافئة دلالياً للترجمة البشرية الاحترافية
